Name,Year,Conference,points,points_avg,fg_made,fg_attempted,fg_pct,ft_made,ft_attempted,ft_pct,threefg_made,threefg_attempted,threefg_pct,rebounds_total,rebounds_total_avg,rebounds_offensive,rebounds_offensive_avg,rebounds_defensive,rebounds_defensive_avg,assists,assists_avg,assist_turnover_ratio,assist_pct,turnovers,turnovers_avg,turnover_pct,steals,steals_avg,steal_pct,blocks,blocks_avg,block_pct,fouls,fouls_avg,dqs,possessions,possessions_avg,points_possession_avg,floor_pct,efficiency,effective_fg_pct,true_shooting_pct,ft_rate_pct,fg_dist_pct,Seeds,Game Region,Game ID,Unique Game ID,Round 1 game score,R1 Class 1=win
Texas,2004 2005,Big 12,2384,76.9,816,1789,45.6,509,730,69.7,243,627,38.8,1228,39.6,418,13.5,810,26.1,406,13.1,0.9,49.7,433,14,20,187,6,8.6,134,4.3,7.1,548,17.7,13,2159,69.6,1.1,55.5,110.4,52.4,55.8,40.8,68.4,8,Midwest,MW2,2005MW2,57,0
Nevada,2004 2005,WAC,2225,69.5,791,1730,45.7,556,786,70.7,87,322,27,1270,39.7,395,12.3,875,27.3,480,15,1,60.6,465,14.5,21.3,225,7,10.3,167,5.2,8.9,501,15.7,5,2177,68,1,54,102.2,48.2,52.8,45.4,71.1,9,Midwest,MW2,2005MW2,61,1
Alabama,2004 2005,SEC,2426,75.8,819,1694,48.3,539,732,73.6,249,632,39.4,1180,36.9,334,10.4,846,26.4,453,14.2,1.1,55.3,410,12.8,19.3,164,5.1,7.7,143,4.5,7.5,471,14.7,7,2121,66.3,1.1,54.8,114.4,55.6,59.4,43.2,67.5,5,Midwest,MW3,2005MW3,73,0
Milwaukee,2004 2005,Horizon,2400,75,831,1859,44.7,476,677,70.3,262,735,35.6,1149,35.9,421,13.2,728,22.8,450,14.1,1,54.1,435,13.6,19.7,267,8.3,12.1,114,3.6,6.5,609,19,14,2202,68.8,1.1,54.5,109,51.7,55,36.4,69.2,12,Midwest,MW3,2005MW3,83,1
Pennsylvania,2004 2005,Ivy League,1982,68.3,684,1580,43.3,422,640,65.9,192,563,34.1,1084,37.4,362,12.5,722,24.9,420,14.5,0.9,61.4,455,15.7,23,233,8,11.7,92,3.2,5.9,570,19.7,9,1976,68.1,1,51.4,100.3,49.3,52.6,40.5,69,13,Midwest,MW4,2005MW4,65,0
Boston College,2004 2005,Big East,2174,72.5,768,1685,45.6,514,722,71.2,124,363,34.2,1135,37.8,424,14.1,711,23.7,527,17.6,1.3,68.6,403,13.4,20.1,217,7.2,10.8,123,4.1,7,453,15.1,7,2000,66.7,1.1,57,108.7,49.2,53.6,42.8,70.6,4,Midwest,MW4,2005MW4,85,1
Utah State,2004 2005,Big West,2315,72.3,851,1621,52.5,428,619,69.1,185,473,39.1,1095,34.2,307,9.6,788,24.6,549,17.2,1.4,64.5,396,12.4,19.8,179,5.6,8.9,92,2.9,5.3,441,13.8,7,1992,62.2,1.2,57.4,116.2,58.2,60.4,38.1,73.5,14,Midwest,MW5,2005MW5,53,0
Arizona,2004 2005,Pac 12,2948,79.7,1077,2255,47.8,541,697,77.6,253,630,40.2,1361,36.8,493,13.3,868,23.5,610,16.5,1.1,56.6,548,14.8,20.7,296,8,11.2,144,3.9,6.5,596,16.1,7,2637,71.3,1.1,56,111.8,53.3,56.9,30.9,73,3,Midwest,MW5,2005MW5,66,1
LSU,2004 2005,SEC,2257,75.2,776,1690,45.9,500,685,73,205,571,35.9,1097,36.6,349,11.6,748,24.9,442,14.7,1.1,56.9,405,13.5,19.5,209,7,10.1,127,4.2,7.2,489,16.3,4,2067,68.9,1.1,53.6,109.2,51.9,55.9,40.5,68.7,6,Midwest,MW6,2005MW6,68,0
UAB,2004 2005,C-USA,2557,77.5,900,1996,45.1,540,776,69.6,217,625,34.7,1090,33,390,11.8,700,21.2,516,15.6,1.2,57.3,444,13.5,18.3,382,11.6,15.7,99,3,5.4,645,19.5,8,2418,73.3,1.1,52.8,105.7,50.5,54,38.8,70.3,11,Midwest,MW6,2005MW6,82,1
Saint Mary's,2004 2005,West Coast,2373,69.8,793,1818,43.6,553,763,72.5,234,670,34.9,1244,36.6,425,12.5,819,24.1,385,11.3,0.7,48.5,534,15.7,23.3,204,6,8.9,116,3.4,6,616,18.1,14,2290,67.4,1,51.7,103.6,50,54.4,41.9,66.8,10,Midwest,MW7,2005MW7,56,0
Southern Illinois,2004 2005,Missouri Valley,2365,67.6,884,1957,45.2,395,528,74.8,202,554,36.5,1144,32.7,395,11.3,749,21.4,472,13.5,1.1,53.3,449,12.8,19.8,322,9.2,14.2,101,2.9,5.8,684,19.5,5,2264,64.7,1,53.1,104.5,50.3,53.5,26.9,74.7,7,Midwest,MW7,2005MW7,65,1
Southeastern Louisiana,2004 2005,Southland,2085,63.2,768,1660,46.3,432,668,64.7,117,376,31.1,1017,30.8,351,10.6,666,20.2,388,11.8,0.8,50.5,460,13.9,22.1,300,9.1,14.4,122,3.7,7.9,573,17.4,10,2078,63,1,52.7,100.3,49.7,52.7,40.2,73.6,15,Midwest,MW8,2005MW8,50,0
Oklahoma State,2004 2005,Big 12,2583,78.3,911,1833,49.7,521,668,78,240,564,42.6,1121,34,372,11.3,749,22.7,556,16.8,1.2,61,453,13.7,20.3,242,7.3,10.8,87,2.6,4.9,599,18.2,16,2222,67.3,1.2,56.1,116.2,56.2,60,36.4,70.5,2,Midwest,MW8,2005MW8,63,1
Delaware State,2004 2005,MEAC,2043,61.9,667,1585,42.1,496,668,74.3,213,622,34.2,911,27.6,334,10.1,577,17.5,351,10.6,0.8,52.6,461,14,22.6,264,8,12.9,92,2.8,5.8,538,16.3,6,2032,61.6,1,48.9,100.5,48.8,53.6,42.1,65.2,16,South,S1,2005S1,46,0
Duke,2004 2005,ACC,2581,78.2,853,1915,44.5,585,821,71.3,290,763,38,1261,38.2,432,13.1,829,25.1,421,12.8,0.9,49.3,454,13.8,19.4,287,8.7,12.2,220,6.7,10.9,612,18.5,24,2334,70.7,1.1,54.2,110.6,52.1,55.9,42.8,66,1,South,S1,2005S1,57,1
Stanford,2004 2005,Pac 12,2173,70.1,774,1778,43.5,501,678,73.9,124,363,34.2,1109,35.8,380,12.3,729,23.5,377,12.2,0.9,48.7,427,13.8,19.8,208,6.7,9.6,87,2.8,4.8,560,18.1,15,2146,69.2,1,52.3,101.3,47,51.7,38.1,71.2,8,South,S2,2005S2,70,0
Mississippi State,2004 2005,SEC,2466,72.5,870,1958,44.4,527,792,66.5,199,590,33.7,1389,40.9,492,14.5,897,26.4,475,14,0.9,54.5,503,14.8,21.4,232,6.8,9.8,114,3.4,5.6,532,15.6,5,2346,69,1.1,55.3,105.1,49.5,52.8,40.4,70.5,9,South,S2,2005S2,93,1
Old Dominion,2004 2005,CAA,2430,71.5,869,1958,44.4,482,690,69.9,210,624,33.7,1239,36.4,409,12,830,24.4,552,16.2,1.3,63.5,416,12.2,18,329,9.7,14.2,152,4.5,8.2,597,17.6,6,2309,67.9,1.1,53.8,105.2,49.7,53.1,35.2,71.5,12,South,S3,2005S3,81,0
Michigan State,2004 2005,Big Ten,2590,78.5,914,1875,48.7,543,699,77.7,219,615,35.6,1198,36.3,397,12,801,24.3,565,17.1,1.3,61.8,451,13.7,20,258,7.8,11.4,87,2.6,4.9,639,19.4,11,2255,68.3,1.1,56.3,114.9,54.5,58.6,37.2,70.5,5,South,S3,2005S3,89,1
Syracuse,2004 2005,Big East,2548,74.9,946,1956,48.4,500,750,66.7,156,499,31.3,1290,37.9,470,13.8,820,24.1,525,15.4,1.1,55.4,465,13.7,20.2,276,8.1,12,157,4.6,8,538,15.8,13,2294,67.5,1.1,58.4,111.1,52.3,55,38.3,74.2,4,South,S4,2005S4,57,0
Vermont,2004 2005,America East,2299,71.8,805,1852,43.5,420,582,72.2,269,751,35.8,1208,37.8,397,12.4,811,25.3,493,15.4,1.3,61.2,381,11.9,18,216,6.8,10.2,57,1.8,3.2,506,15.8,12,2112,66,1.1,53.8,108.9,50.7,54,31.4,70,13,South,S4,2005S4,60,1
Niagara,2004 2005,MAAC,2537,84.6,833,1915,43.5,601,791,76,270,753,35.9,1221,40.7,471,15.7,750,25,473,15.8,1.2,56.7,387,12.9,17.5,207,6.9,9.4,98,3.3,5.3,567,18.9,18,2201,73.4,1.2,56.6,115.3,50.5,55.3,41.3,65.6,14,South,S5,2005S5,67,0
Oklahoma,2004 2005,Big 12,2480,75.2,908,1907,47.6,450,652,69,214,576,37.2,1172,35.5,428,13,744,22.5,511,15.5,1.1,56.2,449,13.6,20.1,291,8.8,13,135,4.1,7.7,604,18.3,12,2233,67.7,1.1,56.7,111.1,53.2,55.9,34.1,73.2,3,South,S5,2005S5,84,1
Texas-El Paso,2004 2005,WAC,2616,74.7,901,1955,46.1,606,765,79.2,208,571,36.4,1197,34.2,386,11,811,23.2,579,16.5,1.4,64.2,426,12.2,18.1,255,7.3,10.8,104,3,5.4,580,16.6,10,2352,67.2,1.1,54,111.2,51.4,56.4,39.1,68.8,11,South,S6,2005S6,54,0
Utah,2004 2005,Mountain West,2379,68,837,1628,51.4,550,769,71.5,155,415,37.3,1194,34.1,374,10.7,820,23.4,516,14.7,1,61.6,503,14.4,23.7,211,6,9.9,94,2.7,5.2,506,14.5,4,2121,60.6,1.1,56.8,112.2,56.1,59.6,47.2,70.3,6,South,S6,2005S6,60,1
Iowa,2004 2005,Big Ten,2407,72.9,841,1831,45.9,515,745,69.1,210,558,37.6,1198,36.3,371,11.2,827,25.1,501,15.2,1.1,59.5,476,14.4,20.7,247,7.5,10.7,174,5.3,9.2,618,18.7,17,2292,69.5,1.1,52.5,105,51.6,55,40.6,69.8,10,South,S7,2005S7,64,0
Cincinnati,2004 2005,C-USA,2505,75.9,839,1923,43.6,606,878,69,221,634,34.9,1358,41.2,471,14.3,887,26.9,493,14.9,1.1,58.7,435,13.2,18.9,179,5.4,7.7,225,6.8,11.2,586,17.8,5,2295,69.5,1.1,55.5,109.2,49.3,53.5,45.6,66.9,7,South,S7,2005S7,76,1
Eastern Kentucky,2004 2005,Ohio Valley,2256,72.8,845,1773,47.7,372,555,67,194,552,35.1,1103,35.6,360,11.6,743,24,480,15.5,1.1,56.8,451,14.5,21.2,232,7.5,10.9,122,3.9,7.2,599,19.3,18,2127,68.6,1.1,54.1,106.1,53.1,55.3,31.3,74.9,15,South,S8,2005S8,64,0
Kentucky,2004 2005,SEC,2503,73.6,901,1940,46.4,483,728,66.3,218,635,34.3,1197,35.2,417,12.3,780,22.9,509,15,1.1,56.4,445,13.1,19.2,311,9.1,13.4,147,4.3,7.9,582,17.1,7,2314,68.1,1.1,55.2,108.2,52,54.7,37.5,71.9,2,South,S8,2005S8,72,1
Montana,2004 2005,Big Sky,2152,69.4,735,1606,45.8,500,739,67.7,182,514,35.4,1118,36.1,322,10.4,796,25.7,424,13.7,0.8,57.6,528,17,24.3,182,5.9,8.3,93,3,5.1,533,17.2,6,2170,70,1,49.5,99.2,51.4,54.9,46,68.3,16,West,W1,2005W1,77,0
Washington,2004 2005,Pac 12,3026,86.5,1102,2271,48.5,565,771,73.3,257,670,38.4,1305,37.3,523,14.9,782,22.3,660,18.9,1.3,59.8,499,14.3,19.1,288,8.2,11,87,2.5,4.2,717,20.5,19,2606,74.5,1.2,58.6,116.1,54.1,57.3,33.9,72.8,1,West,W1,2005W1,88,1
Pittsburgh,2004 2005,Big East,2097,72.3,738,1567,47.1,446,677,65.9,175,462,37.9,1103,38,414,14.3,689,23.8,439,15.1,1,59.4,419,14.4,22.1,189,6.5,9.9,120,4.1,7.4,496,17.1,7,1892,65.2,1.1,58,110.8,52.6,55.5,43.2,70.3,9,West,W2,2005W2,71,0
Pacific,2004 2005,Big West,2258,72.8,794,1598,49.7,469,631,74.3,201,526,38.2,1104,35.6,310,10,794,25.6,462,14.9,1.1,58.1,424,13.7,21,154,5,7.6,96,3.1,5.2,455,14.7,6,2018,65.1,1.1,54.5,111.9,55.9,59.4,39.4,70.3,8,West,W2,2005W2,79,1
George Washington,2004 2005,A-10,2308,76.9,833,1750,47.6,480,693,69.3,162,447,36.2,1098,36.6,390,13,708,23.6,484,16.1,1.1,58.1,448,14.9,21,293,9.8,13.7,128,4.3,7.6,524,17.5,4,2131,71,1.1,55.6,108.3,52.2,55.5,39.6,72.1,12,West,W3,2005W3,68,0
Georgia Tech,2004 2005,ACC,2371,74.1,849,1877,45.2,483,699,69.1,190,570,33.3,1248,39,400,12.5,848,26.5,471,14.7,1,55.4,483,15.1,21,265,8.3,11.5,162,5.1,8.6,647,20.2,10,2292,71.6,1,52.9,103.4,50.2,53.6,37.2,71.6,5,West,W3,2005W3,80,1
Lafayette,2004 2005,Patriot,1879,67.1,633,1568,40.4,424,577,73.5,189,626,30.2,1002,35.8,285,10.2,717,25.6,347,12.4,0.7,54.8,496,17.7,24.2,171,6.1,8.3,86,3.1,5,548,19.6,13,2048,73.1,0.9,44.4,91.7,46.3,51,36.7,67.3,13,West,W4,2005W4,62,0
Louisville,2004 2005,C-USA,3066,80.7,1011,2165,46.7,683,945,72.3,361,906,39.8,1475,38.8,489,12.9,986,25.9,590,15.5,1.1,58.3,535,14.1,20,327,8.6,12.2,148,3.9,6.9,701,18.4,17,2662,70.1,1.2,55.5,115.2,55,58.6,43.6,65.9,4,West,W4,2005W4,68,1
Winthrop,2004 2005,Big South,2245,68,767,1724,44.5,491,725,67.7,220,604,36.4,1153,34.9,371,11.2,782,23.7,477,14.5,1,62.1,464,14.1,21.6,269,8.2,12.5,125,3.8,7.5,616,18.7,8,2147,65.1,1,52,104.6,50.8,54.2,42,68.3,14,West,W5,2005W5,64,0
Gonzaga,2004 2005,West Coast,2454,79.2,856,1702,50.3,589,797,73.9,153,403,38,1191,38.4,368,11.9,823,26.5,486,15.7,1.2,56.7,416,13.4,19.5,169,5.5,7.9,106,3.4,5.7,536,17.3,8,2128,68.6,1.2,57.7,115.3,54.7,58.9,46.8,69.7,3,West,W5,2005W5,74,1
UCLA,2004 2005,Pac 12,2138,73.7,748,1654,45.2,456,634,71.9,186,538,34.6,1068,36.8,343,11.8,725,25,417,14.4,0.9,55.7,464,16,22.3,169,5.8,8.1,74,2.6,4.3,532,18.3,8,2076,71.6,1,51.5,103,50.8,54.6,38.3,69.9,11,West,W6,2005W6,66,0
Texas Tech,2004 2005,Big 12,2535,76.8,932,1957,47.6,526,696,75.6,145,367,39.5,1144,34.7,368,11.2,776,23.5,554,16.8,1.3,59.4,423,12.8,18,258,7.8,11,123,3.7,6.3,554,16.8,13,2344,71,1.1,54.6,108.1,51.3,55.4,35.5,73.5,6,West,W6,2005W6,78,1
Creighton,2004 2005,Missouri Valley,2421,71.2,823,1820,45.2,482,660,73,293,707,41.4,1063,31.3,336,9.9,727,21.4,483,14.2,1.2,58.6,412,12.1,18.6,234,6.9,10.5,111,3.3,6,598,17.6,13,2213,65.1,1.1,51.9,109.4,53.2,56.7,36.2,67.9,10,West,W7,2005W7,61,0
West Virginia,2004 2005,Big East,2501,71.5,868,1930,45,446,601,74.2,319,885,36,1065,30.4,340,9.7,725,20.7,578,16.5,1.4,66.5,412,11.8,17.9,280,8,12.2,130,3.7,6.8,529,15.1,10,2293,65.5,1.1,51.5,109.1,53.2,56.4,31.1,69.4,7,West,W7,2005W7,63,1
Chattanooga,2004 2005,SoCon,2253,72.7,795,1746,45.5,495,729,67.9,168,554,30.3,1284,41.4,424,13.7,860,27.7,450,14.5,0.8,56.6,535,17.3,24.3,231,7.5,10.5,60,1.9,3.4,522,16.8,4,2193,70.7,1,53.4,102.7,50.3,53.8,41.7,70.5,15,West,W8,2005W8,54,0
Wake Forest,2004 2005,ACC,2801,84.9,965,1966,49.1,620,906,68.4,251,629,39.9,1312,39.8,465,14.1,847,25.7,531,16.1,1.1,55,484,14.7,20.1,284,8.6,11.7,118,3.6,5.9,638,19.3,16,2407,72.9,1.2,58.3,116.4,55.4,58.4,46,68.9,2,West,W8,2005W8,70,1
Albany,2005 2006,America East,2194,68.6,743,1660,44.8,485,682,71.1,223,589,37.9,1075,33.6,349,10.9,726,22.7,403,12.6,0.9,54.2,451,14.1,21.6,209,6.5,10,81,2.5,4.8,606,18.9,14,2086,65.2,1.1,51.7,105.2,51.4,55.2,41,67.7,16,East,E1,2006E1,59,0
Connecticut,2005 2006,Big East,2781,81.8,988,2088,47.3,617,874,70.6,188,514,36.6,1488,43.8,533,15.7,955,28.1,541,15.9,1.1,54.7,489,14.4,19.9,225,6.6,9.1,298,8.8,13.5,527,15.5,6,2457,72.3,1.1,59,113.2,51.8,55.5,41.8,71,1,East,E1,2006E1,72,1
UAB,2005 2006,C-USA,2306,74.4,822,1816,45.3,440,680,64.7,222,647,34.3,971,31.3,337,10.9,634,20.5,482,15.5,1.2,58.6,395,12.7,18,337,10.9,15.4,111,3.6,6.6,560,18.1,5,2186,70.5,1.1,52.4,105.5,51.3,53.9,37.4,71.2,9,East,E2,2006E2,64,0
Kentucky,2005 2006,SEC,2477,70.8,903,2020,44.7,406,601,67.6,265,758,35,1265,36.1,449,12.8,816,23.3,495,14.1,1.1,54.8,464,13.3,20,206,5.9,8.8,106,3,5.4,595,17,5,2318,66.2,1.1,54.4,106.9,51.2,53.7,29.7,72.9,8,East,E2,2006E2,69,1
Utah State,2005 2006,WAC,2307,72.1,853,1714,49.8,369,511,72.2,232,579,40.1,1080,33.8,304,9.5,776,24.3,552,17.3,1.3,64.7,421,13.2,20.2,165,5.2,7.9,91,2.8,4.9,492,15.4,6,2074,64.8,1.1,54.1,111.2,56.5,58.9,29.8,73.9,12,East,E3,2006E3,61,0
Washington,2005 2006,Pac 12,2706,82,982,2087,47.1,522,697,74.9,220,602,36.5,1231,37.3,475,14.4,756,22.9,529,16,1.1,53.8,486,14.7,20,273,8.3,11.2,114,3.5,6,632,19.2,17,2426,73.5,1.1,56.6,111.5,52.3,55.9,33.3,72.5,5,East,E3,2006E3,75,1
Air Force,2005 2006,Mountain West,1990,64.2,683,1413,48.3,348,467,74.5,276,684,40.4,763,24.6,204,6.6,559,18,445,14.4,1.3,65.1,335,10.8,18.8,249,8,14,67,2.2,4.6,472,15.2,6,1774,57.2,1.1,50.7,112.2,58.1,60.8,33,68.6,13,East,E4,2006E4,69,0
Illinois,2005 2006,Big Ten,2311,70,848,1853,45.8,374,582,64.3,241,668,36.1,1179,35.7,403,12.2,776,23.5,500,15.2,1.2,58.9,406,12.3,19.1,203,6.2,9.5,79,2.4,4.7,584,17.7,12,2119,64.2,1.1,55.3,109.1,52.2,54.2,31.4,73.3,4,East,E4,2006E4,78,1
Murray State,2005 2006,Ohio Valley,2203,71.1,808,1795,45,357,548,65.1,230,652,35.3,1141,36.8,410,13.2,731,23.6,485,15.6,1.3,60,387,12.5,19,250,8.1,12.2,147,4.7,8.9,568,18.3,9,2034,65.6,1.1,55.8,108.3,51.4,53.5,30.5,73.3,14,East,E5,2006E5,65,0
North Carolina,2005 2006,ACC,2460,79.4,863,1809,47.7,519,733,70.8,215,573,37.5,1237,39.9,432,13.9,805,26,552,17.8,1.1,63.9,512,16.5,22.9,242,7.8,10.8,127,4.1,6.7,531,17.1,6,2233,72,1.1,55.7,110.2,53.6,57,40.5,70.1,3,East,E5,2006E5,69,1
Michigan State,2005 2006,Big Ten,2520,74.1,896,1879,47.7,524,681,76.9,204,540,37.8,1212,35.6,373,11,839,24.7,567,16.7,1.2,63.2,478,14.1,20.7,214,6.3,9.2,101,3,5.3,624,18.4,15,2303,67.7,1.1,53.8,109.4,53.1,57.2,36.2,71.1,6,East,E6,2006E6,65,0
George Mason,2005 2006,CAA,2429,69.4,897,1863,48.1,429,646,66.4,206,579,35.6,1221,34.9,352,10.1,869,24.8,507,14.5,1.1,56.5,449,12.8,19.7,249,7.1,10.9,123,3.5,6.2,528,15.1,11,2271,64.9,1.1,54,107,53.6,55.9,34.6,73.8,11,East,E6,2006E6,75,1
Seton Hall,2005 2006,Big East,2033,67.8,692,1690,40.9,475,637,74.6,174,520,33.5,1105,36.8,375,12.5,730,24.3,373,12.4,0.9,53.9,403,13.4,19.9,206,6.9,10.1,81,2.7,4.9,569,19,14,2025,67.5,1,50.9,100.4,46,51,37.6,68,10,East,E7,2006E7,66,0
Wichita State,2005 2006,Missouri Valley,2422,69.2,839,1903,44.1,507,700,72.4,237,648,36.6,1317,37.6,425,12.1,892,25.5,530,15.1,1.2,63.1,449,12.8,19.8,183,5.2,8,64,1.8,3.2,547,15.6,6,2263,64.7,1.1,53.7,107,50.3,54.1,36.7,69.2,7,East,E7,2006E7,86,1
Winthrop,2005 2006,Big South,2276,73.4,778,1735,44.8,482,697,69.2,238,658,36.2,1127,36.4,402,13,725,23.4,490,15.8,1.1,62.9,439,14.2,20.8,298,9.6,14.1,102,3.3,6.2,530,17.1,2,2102,67.8,1.1,54.2,108.3,51.7,55,40.1,68.3,15,East,E8,2006E8,61,0
Tennessee,2005 2006,SEC,2413,80.4,859,1852,46.4,431,615,70.1,264,683,38.7,1005,33.5,352,11.7,653,21.8,509,17,1.3,59.2,386,12.9,17.7,301,10,13.8,98,3.3,5.7,539,18,5,2180,72.7,1.1,54.1,110.7,53.5,56.2,33.2,71.1,2,East,E8,2006E8,63,1
Monmouth,2005 2006,NEC,2191,64.4,787,1785,44.1,400,597,67,217,644,33.7,1114,32.8,296,8.7,818,24.1,502,14.8,1,63.7,510,15,22.3,254,7.5,11.1,123,3.6,6.3,570,16.8,18,2285,67.2,1,47.1,95.9,50.1,52.9,33.4,71.8,16,Midwest,MW1,2006MW1,45,0
Villanova,2005 2006,Big East,2449,74.2,809,1942,41.7,543,717,75.7,288,769,37.5,1198,36.3,459,13.9,739,22.4,403,12.2,1.1,49.8,370,11.2,16.8,256,7.8,11.6,159,4.8,9,614,18.6,11,2194,66.5,1.1,54.8,111.6,49,53.6,36.9,66,1,Midwest,MW1,2006MW1,58,1
Wisconsin,2005 2006,Big Ten,2205,71.1,776,1796,43.2,454,684,66.4,199,573,34.7,1124,36.3,400,12.9,724,23.4,421,13.6,1.2,54.2,359,11.6,17.2,165,5.3,7.9,104,3.4,6,533,17.2,6,2078,67,1.1,54.5,106.1,48.7,51.9,38,70.3,9,Midwest,MW2,2006MW2,75,0
Arizona,2005 2006,Pac 12,2433,73.7,909,2037,44.6,473,667,70.9,142,445,31.9,1140,34.5,453,13.7,687,20.8,492,14.9,1.1,54.1,437,13.2,18.7,322,9.8,13.8,125,3.8,6.9,549,16.6,9,2333,70.7,1,55,104.3,48.1,51.6,32.7,74.7,8,Midwest,MW2,2006MW2,94,1
Nevada,2005 2006,WAC,2401,72.8,866,1901,45.6,490,682,71.8,179,497,36,1268,38.4,420,12.7,848,25.7,514,15.6,1.2,59.3,426,12.9,19,179,5.4,8,160,4.8,8.2,536,16.2,6,2234,67.7,1.1,55.2,107.5,50.2,53.9,35.8,72.1,5,Midwest,MW3,2006MW3,79,0
Montana,2005 2006,Big Sky,2449,79,876,1781,49.2,469,653,71.8,228,590,38.6,1096,35.4,348,11.2,748,24.1,565,18.2,1.3,64.4,431,13.9,19.7,229,7.4,10.5,95,3.1,5.3,562,18.1,10,2177,70.2,1.1,55.3,112.5,55.5,58.5,36.6,71.5,12,Midwest,MW3,2006MW3,87,1
Pacific,2005 2006,Big West,2377,74.3,858,1763,48.7,446,598,74.6,215,553,38.9,1135,35.5,320,10,815,25.5,514,16.1,1.2,59.9,419,13.1,19.4,188,5.9,8.7,67,2.1,3.6,501,15.7,7,2149,67.2,1.1,53.9,110.6,54.7,58,33.9,72.1,13,Midwest,MW4,2006MW4,76,0
Boston College,2005 2006,ACC,2671,74.2,949,1958,48.5,562,833,67.5,211,585,36.1,1277,35.5,466,12.9,811,22.5,639,17.8,1.4,67.3,472,13.1,20,222,6.2,9.4,161,4.5,7.8,585,16.3,10,2357,65.5,1.1,58.2,113.3,53.8,56.7,42.5,71,4,Midwest,MW4,2006MW4,88,1
South Alabama,2005 2006,Sun Belt,2283,73.6,797,1760,45.3,422,600,70.3,267,728,36.7,1049,33.8,346,11.2,703,22.7,436,14.1,1.1,54.7,415,13.4,19.5,264,8.5,12.4,43,1.4,2.5,577,18.6,7,2119,68.4,1.1,52.5,107.7,52.8,55.8,34,69.8,14,Midwest,MW5,2006MW5,50,0
Florida,2005 2006,SEC,3052,78.3,1061,2120,50,641,862,74.4,289,738,39.2,1402,35.9,421,10.8,981,25.2,650,16.7,1.2,61.2,561,14.4,20.9,297,7.6,11,207,5.3,9.1,621,15.9,10,2680,68.7,1.1,55.2,113.9,56.8,60.3,40.6,69.5,3,Midwest,MW5,2006MW5,76,1
Oklahoma,2005 2006,Big 12,1995,68.8,716,1586,45.1,389,545,71.4,174,485,35.9,1060,36.6,420,14.5,640,22.1,423,14.6,1,59,411,14.2,22.2,207,7.1,11.2,100,3.4,6.8,499,17.2,9,1844,63.6,1.1,56.8,108.2,50.6,54,34.3,71.7,6,Midwest,MW6,2006MW6,74,0
Milwaukee,2005 2006,Horizon,2294,74,797,1832,43.5,496,719,69,204,609,33.5,1185,38.2,452,14.6,733,23.6,389,12.5,0.9,48.8,421,13.6,19.7,216,7,10.1,91,2.9,5.4,595,19.2,13,2137,68.9,1.1,55.4,107.3,49,52.7,39.2,69.4,11,Midwest,MW6,2006MW6,82,1
Northern Iowa,2005 2006,Missouri Valley,2165,65.6,754,1662,45.4,438,608,72,219,642,34.1,1100,33.3,279,8.5,821,24.9,439,13.3,1.1,58.2,401,12.2,19.3,179,5.4,8.6,124,3.8,6.9,480,14.5,6,2069,62.7,1,50,104.6,51.9,55.4,36.5,69.6,10,Midwest,MW7,2006MW7,49,0
Georgetown,2005 2006,Big East,2177,66,787,1682,46.8,380,538,70.6,223,628,35.5,1079,32.7,354,10.7,725,22,514,15.6,1.3,65.3,381,11.5,19.3,199,6,10,119,3.6,7,486,14.7,6,1972,59.8,1.1,55.3,110.4,53.4,56.1,31.9,72.3,7,Midwest,MW7,2006MW7,54,1
Davidson,2005 2006,SoCon,2403,77.5,855,1885,45.4,416,547,76.1,277,751,36.9,1215,39.2,393,12.7,822,26.5,567,18.3,1.4,66.3,399,12.9,18.6,151,4.9,7,51,1.6,2.8,570,18.4,12,2144,69.2,1.1,54.6,112.1,52.7,56,29,71.1,15,Midwest,MW8,2006MW8,62,0
Ohio State,2005 2006,Big Ten,2363,73.8,833,1791,46.5,435,606,71.8,262,718,36.5,1088,34,321,10,767,24,491,15.3,1.3,58.9,379,11.8,17.7,216,6.8,10.1,89,2.8,4.7,489,15.3,7,2133,66.7,1.1,53.1,110.8,53.8,56.8,33.8,70.5,2,Midwest,MW8,2006MW8,70,1
Southern University,2005 2006,SWAC,2093,65.4,787,1797,43.8,376,581,64.7,143,449,31.8,1235,38.6,422,13.2,813,25.4,391,12.2,0.7,49.6,561,17.5,25.2,249,7.8,11.2,122,3.8,6.5,574,17.9,11,2220,69.4,0.9,51.2,94.3,47.7,50.4,32.3,75.2,16,South,S1,2006S1,54,0
Duke,2005 2006,ACC,2921,81.1,979,2011,48.7,689,905,76.1,274,709,38.6,1204,33.4,350,9.7,854,23.7,546,15.2,1.1,55.7,496,13.8,19.2,337,9.4,13,202,5.6,9.1,621,17.3,11,2578,71.6,1.1,53,113.3,55.4,59.8,45,67,1,South,S1,2006S1,70,1
North Carolina-Wilmington,2005 2006,CAA,2250,68.2,807,1867,43.2,420,601,69.9,216,639,33.8,1191,36.1,389,11.8,802,24.3,506,15.3,1.2,62.7,414,12.5,18.9,248,7.5,11.3,55,1.7,3.2,682,20.7,16,2181,66.1,1,52.4,103.2,49,52.2,32.1,71.7,9,South,S2,2006S2,85,0
