"tmpID","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold"
1943,"","","","","","","","","Yes"
167,"1 family-oriented magazine purchase ","","","","","6 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
2450,"1 family-oriented magazine purchase ","","","","","","","",""
2449,"","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
2560,"","","","","","","","",""
3531,"","","","","","","","","Yes"
1141,"","","","","","2 health and fitness magazine purchases","","",""
2471,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","",""
3647,"","","","","","","","","Yes"
3211,"","","","","","1 health and fitness magazine purchase ","","",""
5535,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","",""
2606,"4 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","",""
1765,"","","","","","1 health and fitness magazine purchase ","","",""
5032,"","","","","","","","",""
1732,"2 family-oriented magazine purchases","1 female magazine purchase ","","","2 culinary magazine purchases","5 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","9 financial magazine purchases",""
3849,"","","","","","","","",""
954,"3 family-oriented magazine purchases","1 female magazine purchase ","","","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","4 financial magazine purchases",""
1382,"","","","","","","","","Yes"
4814,"1 family-oriented magazine purchase ","","","","","","","",""
4967,"","","","","","","","","Yes"
3459,"","","","","","1 health and fitness magazine purchase ","","","Yes"
4080,"1 family-oriented magazine purchase ","","","2 gardening magazine purchases","","","3 Do-It-Yourself magazine purchases","","Yes"
2505,"","","","","","","","",""
3105,"","","","1 gardening magazine purchase ","1 culinary magazine purchase ","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
5441,"","","","","","","","",""
329,"","","","","","","","","Yes"
5131,"","","","","","","","",""
613,"","","","","","1 health and fitness magazine purchase ","","",""
2226,"","","","","","","","",""
5152,"","","","","","","","",""
5827,"2 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","","1 financial magazine purchase ",""
4079,"","","","","","","","","Yes"
1712,"","","","","","","","","Yes"
2367,"","","","","","1 health and fitness magazine purchase ","","",""
2645,"","","","","","","","",""
3402,"","","","","","","","",""
38,"","","","","","","","",""
2629,"2 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","","",""
4301,"1 family-oriented magazine purchase ","","","","","","","","Yes"
815,"","","","","","","","","Yes"
3658,"","","","","","","","",""
1826,"","","","","","","","","Yes"
3552,"1 family-oriented magazine purchase ","","","","","","","","Yes"
1901,"","","","","","2 health and fitness magazine purchases","","","Yes"
5853,"","","","","","","","",""
4304,"","","","","","1 health and fitness magazine purchase ","","",""
4313,"1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
1510,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
4078,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
110,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
2068,"","","","","","","","",""
5583,"","","","","","1 health and fitness magazine purchase ","","","Yes"
124,"","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","",""
1196,"","","","","","","","",""
3040,"","","","","","","","",""
2847,"1 family-oriented magazine purchase ","","","","","","2 Do-It-Yourself magazine purchases","",""
3896,"","","","","","","","",""
3154,"","","","","","","","",""
161,"","","","","","1 health and fitness magazine purchase ","","",""
3689,"2 family-oriented magazine purchases","","","","","5 health and fitness magazine purchases","","5 financial magazine purchases",""
2324,"","","","","","","","","Yes"
5746,"","","","","","","","",""
3716,"","","","","","","","","Yes"
5991,"","","","","","2 health and fitness magazine purchases","","",""
3090,"2 family-oriented magazine purchases","","","2 gardening magazine purchases","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
6,"","","","","","1 health and fitness magazine purchase ","","",""
3568,"","","","","","","","",""
4236,"","","","","","","","",""
969,"4 family-oriented magazine purchases","1 female magazine purchase ","","","","5 health and fitness magazine purchases","","2 financial magazine purchases",""
3707,"","","","","","","","",""
339,"","","","","","","","",""
2441,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
4592,"","","","","","","","",""
676,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","4 financial magazine purchases","Yes"
3551,"","","","","","","","","Yes"
5973,"","","","","","","","",""
2268,"","","","","","","","","Yes"
1302,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
3764,"","","","","","","","",""
4639,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","3 financial magazine purchases",""
32,"","","","","","","","",""
386,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
1957,"3 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","","8 financial magazine purchases",""
5151,"","","","","","","","",""
1270,"2 family-oriented magazine purchases","","","","","5 health and fitness magazine purchases","","1 financial magazine purchase ",""
4409,"","","","","","","","","Yes"
5399,"","","","","","","","",""
4311,"","","","","","","","",""
4802,"2 family-oriented magazine purchases","","","4 gardening magazine purchases","","5 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","6 financial magazine purchases",""
2655,"","","","","","","","",""
5349,"","","","","","","","",""
572,"","","","","","2 health and fitness magazine purchases","","",""
1363,"","","","","","","","",""
1725,"2 family-oriented magazine purchases","","","2 gardening magazine purchases","1 culinary magazine purchase ","2 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","",""
2330,"","","","","","","","",""
593,"","","","","","","","",""
4348,"","","","","","","","",""
5018,"","","","","","","","",""
3656,"","","","","","","","",""
5013,"","","","","","","","",""
5730,"1 family-oriented magazine purchase ","","","","","","","",""
5667,"","","","","","","","",""
743,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","",""
1246,"","","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
1916,"","","","","","","","",""
4224,"","","","","","","","","Yes"
4101,"5 family-oriented magazine purchases","1 female magazine purchase ","","1 gardening magazine purchase ","","6 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
237,"","","","","","","","",""
5968,"1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","","2 financial magazine purchases","Yes"
3518,"","","","","","","","","Yes"
5211,"","","","","","","","",""
5640,"2 family-oriented magazine purchases","","","","","","","2 financial magazine purchases",""
4120,"3 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","4 financial magazine purchases","Yes"
775,"","","","","","","","","Yes"
3562,"","","","","","","","",""
2795,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","2 financial magazine purchases","Yes"
1457,"","","","","","","","",""
4672,"","","","","","","","",""
2745,"","","","","","","","",""
2557,"","","","","","","","",""
1958,"","","","","","","","",""
4190,"","","","","","","","","Yes"
5928,"","","","","","","","",""
120,"","","","","","","","",""
3335,"1 family-oriented magazine purchase ","","","","","","","","Yes"
2071,"","","","","","","","",""
2250,"","","","","","","","",""
1621,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
4267,"","","","","","","","",""
4634,"","","","","","","","",""
1876,"","","","","","2 health and fitness magazine purchases","","",""
5053,"","","","","","","","",""
2375,"","","","","","","","","Yes"
3543,"","","","","","","","",""
2315,"","","","","","","","",""
1655,"","","","","","","","",""
4567,"","","","","","","","",""
837,"","","","","","","","",""
54,"1 family-oriented magazine purchase ","","","","","","","","Yes"
3185,"","","","","","","","",""
20,"","","","","","","","",""
938,"","","","","","","","",""
626,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","2 financial magazine purchases",""
2089,"","","","","","","","",""
2829,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","Yes"
4661,"","","","","","4 health and fitness magazine purchases","","","Yes"
1486,"","","","","","","","","Yes"
1561,"","","","","","1 health and fitness magazine purchase ","","",""
3178,"","","","","","","","","Yes"
261,"1 family-oriented magazine purchase ","","","","","","","","Yes"
1154,"4 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","4 health and fitness magazine purchases","","4 financial magazine purchases",""
3478,"1 family-oriented magazine purchase ","","","","","","","",""
3566,"","","","","","","","",""
5527,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
4711,"","","","","","","","",""
3180,"","","","","","","","","Yes"
3287,"","","","","","","","","Yes"
3806,"","","","","","","","",""
5589,"","","","","","","","","Yes"
2515,"","","","","","","","",""
3246,"","","","","","","","",""
2637,"","","","","","","","",""
1581,"","","","","","","","",""
246,"2 family-oriented magazine purchases","","","","","","","",""
3867,"","","","","","","","",""
3920,"","","","","","","","",""
334,"","","","","","","","",""
2654,"","","","","","","","",""
4614,"2 family-oriented magazine purchases","","1 religious magazine purchase ","","1 culinary magazine purchase ","","","",""
1883,"","","","","","","","","Yes"
753,"","","","","","","","",""
3097,"","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
