"term","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"drowsiness",0,0,0,0,0,0,0,0
"drowsy",0,0,0,0,0,0,0,0
"drudgery",0,0,0,0,0,0,0,0
"drug",0,0,0,0,0,0,0,0
"drugged",0,0,0,0,0,1,0,0
"drugstore",0,0,0,0,0,0,0,0
"druid",0,0,0,0,0,0,0,0
"drum",0,0,0,0,0,0,0,0
"drummer",0,0,0,0,0,0,0,0
"drumming",0,0,0,0,0,0,0,0
"drunken",0,0,1,0,0,0,0,0
"drunkenness",0,0,0,0,0,0,0,0
"dry",0,0,0,0,0,0,0,0
"dryness",0,0,0,0,0,0,0,0
"dual",0,0,0,0,0,0,0,0
"dualism",0,0,0,0,0,0,0,0
"duality",0,0,0,0,0,0,0,0
"dub",0,0,0,0,0,0,0,0
"dubious",0,0,0,1,0,0,0,1
"ducking",0,0,0,0,0,0,0,0
"duct",0,0,0,0,0,0,0,0
"ductile",0,0,0,0,0,0,0,0
"duds",0,0,0,0,0,0,0,0
"due",0,0,0,0,0,0,0,0
"duel",1,1,0,1,0,0,0,0
"dues",0,0,0,0,0,0,0,0
"duet",0,0,0,0,0,0,0,0
"dugout",0,0,0,0,0,0,0,0
"duke",0,0,0,0,0,0,0,0
"dull",0,0,0,0,0,1,0,0
"dumb",0,0,0,0,0,0,0,0
"dummy",0,0,0,0,0,0,0,0
"dump",0,0,0,0,0,0,0,0
"dumps",1,0,0,0,0,1,0,0
"dun",0,0,0,0,0,0,0,0
"dune",0,0,0,0,0,0,0,0
"dung",0,0,1,0,0,0,0,0
"dungeon",0,0,0,1,0,0,0,0
"duo",0,0,0,0,0,0,0,0
"dupe",1,0,0,0,0,0,0,0
"duplex",0,0,0,0,0,0,0,0
"duplicate",0,0,0,0,0,0,0,0
"duplication",0,0,0,0,0,0,0,0
"duplicity",1,0,0,0,0,0,0,0
"durability",0,0,0,0,0,0,0,1
"durable",0,0,0,0,0,0,0,1
"duration",0,0,0,0,0,0,0,0
"duress",1,0,1,1,0,1,0,0
"dusk",0,0,0,0,0,0,0,0
"dusky",0,0,0,0,0,0,0,0
"dust",0,0,0,0,0,0,0,0
"duster",0,0,0,0,0,0,0,0
"dusty",0,0,0,0,0,0,0,0
"dutiful",0,1,0,0,0,0,0,1
"dwarf",0,0,0,0,0,0,0,0
"dwarfed",0,0,0,1,0,1,0,0
"dwell",0,0,0,0,0,0,0,0
"dweller",0,0,0,0,0,0,0,0
"dwelling",0,0,0,0,0,0,0,0
"dye",0,0,0,0,0,0,0,0
"dying",1,0,1,1,0,1,0,0
"dyke",0,0,0,0,0,0,0,0
"dynamic",0,0,0,0,0,0,1,0
"dynamical",0,0,0,0,0,0,0,0
"dynamics",0,0,0,0,0,0,0,0
"dynamite",0,0,0,0,0,0,0,0
"dynasty",0,0,0,0,0,0,0,0
"dysentery",0,0,1,0,0,1,0,0
"dyspepsia",0,0,0,0,0,0,0,0
"eager",0,1,0,0,1,0,1,1
"eagerness",0,1,0,0,1,0,0,1
"eagle",0,0,0,0,0,0,0,1
"ear",0,0,0,0,0,0,0,0
"earl",0,0,0,0,0,0,0,0
"earlier",0,0,0,0,0,0,0,0
"early",0,0,0,0,0,0,0,0
"earn",0,0,0,0,0,0,0,0
"earnest",0,0,0,0,0,0,0,0
"earnestly",0,0,0,0,0,0,0,0
"earnestness",0,0,0,0,0,0,0,0
"earnings",0,0,0,0,0,0,0,0
"earring",0,0,0,0,0,0,0,0
"earshot",0,0,0,0,0,0,0,0
"earth",0,0,0,0,0,0,0,0
"earthenware",0,0,0,0,0,0,0,0
"earthly",0,0,0,0,0,0,0,0
"earthquake",1,0,0,1,0,1,1,0
"earthy",0,0,0,0,0,0,0,0
"ease",0,0,0,0,0,0,0,0
"easel",0,0,0,0,0,0,0,0
"easement",0,0,0,0,0,0,0,0
"easily",0,0,0,0,0,0,0,0
"easy",0,0,0,0,0,0,0,0
"easygoing",0,0,0,0,0,0,0,0
"eat",0,0,0,0,0,0,0,0
"eating",0,0,0,0,0,0,0,0
"eavesdropping",0,0,0,0,0,0,0,0
"ebb",0,0,0,0,0,0,0,0
"ebony",0,0,0,0,0,0,0,0
"eccentric",0,0,0,0,0,0,0,0
"eccentricity",0,0,0,0,0,0,0,0
"ecclesiastical",0,0,0,0,0,0,0,0
"echo",0,0,0,0,0,0,0,0
"eclectic",0,0,0,0,0,0,0,0
"eclipse",0,0,0,0,0,0,0,0
"ecliptic",0,0,0,0,0,0,0,0
"economical",0,0,0,0,0,0,0,0
"economics",0,0,0,0,0,0,0,0
"economy",0,0,0,0,0,0,0,1
"ecstasy",0,1,0,0,1,0,0,0
"ecstatic",0,1,0,0,1,0,1,0
"ecumenical",0,0,0,0,0,0,0,0
"eddy",0,0,0,0,0,0,0,0
"edge",0,0,0,0,0,0,0,0
"edging",0,0,0,0,0,0,0,0
"edible",0,0,0,0,0,0,0,0
"edict",0,0,0,1,0,0,0,0
"edification",0,1,0,0,1,0,0,1
"edifice",0,0,0,0,0,0,0,0
"edit",0,0,0,0,0,0,0,0
"edition",0,1,0,0,0,0,0,0
"editor",0,0,0,0,0,0,0,0
"editorial",0,0,0,0,0,0,0,0
"educate",0,0,0,0,0,0,0,0
"educated",0,0,0,0,0,0,0,0
"education",0,0,0,0,0,0,0,0
"educational",0,0,0,0,0,0,0,1
"eel",0,0,0,1,0,0,0,0
"effect",0,0,0,0,0,0,0,0
"effective",0,0,0,0,0,0,0,1
"effects",0,0,0,0,0,0,0,0
"effectual",0,0,0,0,0,0,0,0
"effectually",0,0,0,0,0,0,0,0
"effectuate",0,0,0,0,0,0,0,0
"effeminate",0,0,0,0,0,0,0,0
"efficacious",0,0,0,0,0,0,0,0
"efficacy",0,0,0,0,0,0,0,0
"efficiency",0,0,0,0,0,0,0,0
"efficient",0,1,0,0,0,0,0,1
"effigy",1,0,0,0,0,0,0,0
"effort",0,0,0,0,0,0,0,0
"effusion",0,0,0,0,0,0,0,0
"egg",0,0,0,0,0,0,0,0
"ego",0,0,0,0,0,0,0,0
"egotistical",0,0,1,0,0,0,0,0
"egregious",1,0,1,0,0,0,0,0
"egress",0,0,0,0,0,0,0,0
"eighth",0,0,0,0,0,0,0,0
"eighty",0,0,0,0,0,0,0,0
"ejaculate",0,0,0,0,0,0,0,0
"ejaculation",0,1,0,0,1,0,1,1
"eject",0,0,0,0,0,0,0,0
"ejection",0,0,0,0,0,0,0,0
"elaborate",0,0,0,0,0,0,0,0
"elaboration",0,0,0,0,0,0,0,0
"elan",0,0,0,0,0,0,0,0
"elapse",0,0,0,0,0,0,0,0
"elapsed",0,0,0,0,0,0,0,0
"elastic",0,0,0,0,0,0,0,0
"elasticity",0,0,0,0,0,0,0,0
"elated",0,0,0,0,1,0,0,0
"elbow",1,0,0,0,0,0,0,0
"eld",0,0,0,0,0,0,0,0
"elder",0,0,0,0,0,0,0,1
"elderly",0,0,0,0,0,0,0,0
"elders",0,0,0,0,0,0,0,1
"eldest",0,0,0,0,0,0,0,0
"elect",0,0,0,0,0,0,0,1
"election",0,0,0,0,0,0,0,0
"elector",0,0,0,0,0,0,0,0
"electorate",0,0,0,0,0,0,0,1
"electric",0,0,0,0,1,0,1,0
"electricity",0,0,0,0,0,0,0,0
"elegance",0,1,0,0,1,0,0,1
"elegant",0,0,0,0,1,0,0,0
"element",0,0,0,0,0,0,0,0
"elementary",0,0,0,0,0,0,0,0
"elements",0,0,0,0,0,0,0,0
"elephant",0,0,0,0,0,0,0,0
"elevate",0,0,0,0,0,0,0,0
"elevation",0,1,0,1,1,0,0,1
"elevator",0,0,0,0,0,0,0,0
"eleven",0,0,0,0,0,0,0,0
"eleventh",0,0,0,0,0,0,0,0
"elf",1,0,1,1,0,0,0,0
"elicit",0,0,0,0,0,0,0,0
"eligible",0,0,0,0,0,0,0,0
"elimination",1,0,1,1,0,1,0,0
"elite",0,1,0,0,1,0,0,1
"elk",0,0,0,0,0,0,0,0
"ell",0,0,0,0,0,0,0,0
"ellipse",0,0,0,0,0,0,0,0
"ellipsis",0,0,0,0,0,0,0,0
"ellipsoid",0,0,0,0,0,0,0,0
"elliptic",0,0,0,0,0,0,0,0
"elliptical",0,0,0,0,0,0,0,0
"elongate",0,0,0,0,0,0,0,0
"elongation",0,0,0,0,0,0,0,0
"eloquence",0,0,0,0,0,0,0,0
"eloquent",0,0,0,0,0,0,0,0
"elucidate",0,0,0,0,0,0,0,1
"elucidation",0,0,0,0,0,0,0,0
"elude",0,0,0,0,0,0,0,0
"elusive",0,0,0,0,0,0,1,0
"emaciated",0,0,0,1,0,1,0,0
"emanate",0,0,0,0,0,0,0,0
"emancipation",0,1,0,0,1,0,0,0
"embankment",0,0,0,0,0,0,0,0
"embargo",0,0,0,0,0,0,0,0
"embark",0,0,0,0,0,0,0,0
"embarrass",0,0,0,0,0,1,0,0
"embarrassing",0,0,0,0,0,0,0,0
"embarrassment",0,0,0,1,0,1,1,0
"embassy",0,0,0,0,0,0,0,0
"embed",0,0,0,0,0,0,0,0
"embellish",0,0,0,0,0,0,0,0
"embellishment",0,0,0,0,0,0,0,0
"embers",0,0,0,0,0,0,0,0
"embezzlement",0,0,0,0,0,0,0,0
"emblem",0,0,0,0,0,0,0,0
"emblematic",0,0,0,0,0,0,0,0
"embodiment",0,0,0,0,0,0,0,0
"embolism",0,0,0,1,0,1,0,0
"embossed",0,0,0,0,0,0,0,0
"embrace",0,1,0,0,1,0,1,1
"embroidered",0,0,0,0,0,0,0,0
"embroidery",0,0,0,0,0,0,0,0
"embroiled",0,0,0,0,0,0,0,0
"embryo",0,0,0,0,0,0,0,0
"embryonic",0,0,0,0,0,0,0,0
"emerald",0,0,0,0,0,0,0,0
"emerge",0,0,0,0,0,0,0,0
"emergence",0,0,0,0,0,0,0,0
"emergency",0,0,0,1,0,1,1,0
"emeritus",0,0,0,0,0,0,0,0
"emigrate",0,0,0,0,0,0,0,0
"emigration",0,0,0,0,0,0,0,0
"eminence",0,0,0,0,0,0,0,1
"eminent",0,0,0,0,0,0,0,0
"eminently",0,0,0,0,0,0,0,0
"emir",0,0,0,0,0,0,0,0
"emission",0,0,0,0,0,0,0,0
"emit",0,0,0,0,0,0,0,0
"emotion",0,0,0,0,0,0,0,0
"emotional",0,0,0,0,0,0,0,0
"emotive",0,0,0,0,0,0,0,0
"empathy",0,0,0,0,0,0,0,0
"emperor",0,0,0,0,0,0,0,0
"emphasis",0,0,0,0,0,0,0,0
"emphasize",0,0,0,0,0,0,0,1
"emphatic",0,0,0,0,0,0,0,0
"empire",0,0,0,0,0,0,0,0
"empirical",0,0,0,0,0,0,0,0
"empiricism",0,0,0,0,0,0,0,0
"employ",0,0,0,0,0,0,0,1
"employer",0,0,0,0,0,0,0,0
"employment",0,0,0,0,0,0,0,0
"emporium",0,0,0,0,0,0,0,0
"empower",0,0,0,0,0,0,0,0
"empress",0,0,0,0,0,0,0,0
"emptiness",0,0,0,0,0,1,0,0
"emption",0,0,0,0,0,0,0,0
"empty",0,0,0,0,0,0,0,0
"emulate",0,0,0,0,0,0,0,0
"emulsion",0,0,0,0,0,0,0,0
"enable",0,0,0,0,0,0,0,1
"enablement",0,0,0,0,0,0,0,1
"enact",0,0,0,0,0,0,0,0
"enactment",0,0,0,0,0,0,0,0
"enamel",0,0,0,0,0,0,0,0
"encampment",0,0,0,0,0,0,0,0
"enchant",0,1,0,0,1,0,1,0
"enchanted",0,0,0,0,1,0,0,1
"enchanting",0,1,0,0,1,0,0,0
"enchantment",0,0,0,0,0,0,0,0
"encircle",0,0,0,0,0,0,0,0
"encircling",0,0,0,0,0,0,0,0
"enclave",0,0,0,0,0,0,0,0
"enclose",0,0,0,0,0,0,0,0
"encode",0,0,0,0,0,0,0,0
"encompass",0,0,0,0,0,0,0,0
"encore",0,0,0,0,0,0,0,0
"encounter",0,0,0,0,0,0,0,0
"encourage",0,0,0,0,1,0,0,1
"encouragement",0,0,0,0,0,0,0,0
"encroach",0,0,0,0,0,0,0,0
"encroachment",0,0,0,1,0,0,0,0
"encrypt",0,0,0,0,0,0,0,0
"encumbrance",1,0,0,1,0,1,0,0
"encyclopedia",0,0,0,0,0,0,0,1
"end",0,0,0,0,0,0,0,0
"endanger",0,1,0,1,0,0,0,0
"endangered",0,0,0,1,0,0,0,0
"endeavor",0,1,0,0,0,0,0,0
"ended",0,0,0,0,0,0,0,0
"endemic",0,0,1,1,0,1,0,0
"ending",0,0,0,0,0,0,0,0
"endless",1,0,0,1,1,1,0,1
"endocarditis",0,0,0,1,0,1,0,0
"endorsement",0,0,0,0,0,0,0,0
"endow",0,0,0,0,0,0,0,1
"endowed",0,0,0,0,0,0,0,0
"endowment",0,0,0,0,0,0,0,1
"endpapers",0,0,0,0,0,0,0,0
"endpoint",0,0,0,0,0,0,0,0
"endurance",0,0,0,0,0,0,0,0
"endure",0,0,0,0,0,0,0,0
"enema",0,0,1,0,0,0,0,0
"enemy",1,0,1,1,0,0,0,0
"energetic",0,0,0,0,0,0,0,0
"energy",0,0,0,0,0,0,0,0
"enforce",1,0,0,1,0,0,0,0
"enforcement",0,0,0,0,0,0,0,0
"engage",0,0,0,0,0,0,0,0
"engaged",0,1,0,0,1,0,0,1
"engagement",0,0,0,0,0,0,0,0
"engaging",0,0,0,0,1,0,0,1
"engender",0,0,0,0,0,0,0,0
"engine",0,0,0,0,0,0,0,0
"engineer",0,0,0,0,0,0,0,0
"engineering",0,0,0,0,0,0,0,0
"engrave",0,0,0,0,0,0,0,0
"engraved",0,0,0,0,0,0,0,0
"engraver",0,0,0,0,0,0,0,0
"engraving",0,0,0,0,0,0,0,0
"engrossed",0,0,0,0,0,0,0,0
"engrossing",0,0,0,0,0,0,0,0
"engulf",0,1,0,0,0,0,0,0
"enhance",0,0,0,0,0,0,0,0
"enigma",0,0,0,0,0,0,0,0
"enigmatic",0,0,0,1,0,0,0,0
"enjoin",0,0,0,0,0,0,0,0
"enjoy",0,1,0,0,1,0,0,1
"enjoying",0,1,0,0,1,0,0,1
"enlarged",0,0,0,0,0,0,0,0
"enlargement",0,0,0,0,0,0,0,0
"enlighten",0,0,0,0,1,0,0,1
"enlightenment",0,0,0,0,1,0,0,1
"enlist",0,0,0,0,0,0,0,0
"enliven",0,0,0,0,1,0,1,1
"enmity",1,0,0,1,0,1,0,0
"enormity",0,0,0,0,0,0,0,0
"enormous",0,0,0,0,0,0,0,0
"enormously",0,0,0,0,0,0,0,0
"enrich",0,0,0,0,0,0,0,0
"enroll",0,1,0,0,0,0,0,1
"ensemble",0,0,0,0,0,0,0,1
"ensign",0,0,0,0,0,0,0,0
"enslave",0,0,0,0,0,0,0,0
"enslaved",1,0,1,1,0,1,0,0
"enslavement",0,0,0,0,0,0,0,0
"ensue",0,0,0,0,0,0,0,0
"ensure",0,0,0,0,0,0,0,0
"entail",0,0,0,0,0,0,0,0
"entangled",1,0,1,1,0,1,0,0
"entanglement",0,0,0,0,0,0,0,0
"enter",0,0,0,0,0,0,0,0
"enterprise",0,0,0,0,0,0,0,0
"enterprising",0,0,0,0,0,0,0,0
"entertain",0,0,0,0,1,0,0,0
"entertained",0,0,0,0,1,0,0,0
"entertaining",0,1,0,0,1,0,0,0
"entertainment",0,1,0,0,1,0,1,1
"enthusiasm",0,1,0,0,1,0,1,0
"enthusiast",0,1,0,0,1,0,1,0
"entice",0,0,0,0,0,0,0,0
"entire",0,0,0,0,0,0,0,0
"entirety",0,0,0,0,0,0,0,0
"entitle",0,0,0,0,0,0,0,0
"entity",0,0,0,0,0,0,0,0
"entomology",0,0,0,0,0,0,0,0
"entrails",0,0,1,0,0,0,0,0
"entrance",0,0,0,0,0,0,0,0
"entreat",0,0,0,0,0,0,0,0
"entree",0,0,0,0,0,0,0,0
"entrepreneur",0,0,0,0,0,0,0,0
"entrust",0,0,0,0,0,0,0,1
"entry",0,0,0,0,0,0,0,0
"enumerate",0,0,0,0,0,0,0,0
"enumeration",0,0,0,0,0,0,0,0
"envelope",0,0,0,0,0,0,0,0
"envious",0,0,0,0,0,0,0,0
"environ",0,0,0,0,0,0,0,0
"environment",0,0,0,0,0,0,0,0
"environs",0,0,0,0,0,0,0,0
"envision",0,0,0,0,0,0,0,0
"envoy",0,0,0,0,0,0,0,0
"ephemeral",0,0,0,0,0,0,0,0
"ephemeris",0,0,0,0,0,0,0,0
"epic",0,0,0,0,0,0,0,0
"epidemic",1,1,1,1,0,1,1,0
"epidermis",0,0,0,0,0,0,0,0
"epilepsy",0,0,0,0,0,0,0,0
"epilogue",0,0,0,0,0,0,0,0
"episcopal",0,0,0,0,0,0,0,1
"episode",0,0,0,0,0,0,0,0
"episodic",0,0,0,0,0,0,0,0
"epistle",0,0,0,0,0,0,0,0
"epitaph",0,0,0,0,0,1,0,0
"epithet",0,0,0,0,0,0,0,0
"epitome",0,0,0,0,0,0,0,0
"epoch",0,0,0,0,0,0,0,0
"equal",0,0,0,0,0,0,0,0
"equality",0,0,0,0,1,0,0,1
"equalization",0,0,0,0,0,0,0,0
"equalize",0,0,0,0,0,0,0,0
"equally",0,0,0,0,0,0,0,0
"equate",0,0,0,0,0,0,0,0
"equation",0,0,0,0,0,0,0,0
"equator",0,0,0,0,0,0,0,0
"equatorial",0,0,0,0,0,0,0,0
"equestrian",0,0,0,0,0,0,0,0
"equidistant",0,0,0,0,0,0,0,0
"equilibration",0,0,0,0,0,0,0,0
"equilibrium",0,0,0,0,0,0,0,0
"equip",0,0,0,0,0,0,0,0
"equipment",0,0,0,0,0,0,0,0
"equitable",0,0,0,0,0,0,0,0
"equity",0,0,0,0,0,0,0,0
"equivalence",0,0,0,0,0,0,0,0
"equivalent",0,0,0,0,0,0,0,0
"equivocal",0,0,0,0,0,0,0,0
"era",0,0,0,0,0,0,0,0
"eradicate",1,0,0,0,0,0,0,0
"eradication",1,0,1,1,0,0,0,0
"erase",0,0,0,1,0,0,0,0
"erasure",0,0,0,0,0,0,0,0
"ere",0,0,0,0,0,0,0,0
"erect",0,0,0,0,0,0,0,0
"erection",0,0,0,0,0,0,0,0
"ergo",0,0,0,0,0,0,0,0
"erode",0,0,0,0,0,0,0,0
"erosion",0,0,0,0,0,0,0,0
"erotic",0,1,0,0,1,0,1,1
"err",0,0,0,0,0,0,0,0
"errand",0,1,0,0,0,0,0,1
"errant",0,0,0,0,0,0,0,0
"erratic",0,0,0,0,0,0,1,0
"erratum",0,0,0,0,0,0,0,0
"erroneous",0,0,0,0,0,0,0,0
"error",0,0,0,0,0,1,0,0
"erst",0,0,0,0,0,0,0,0
"erudite",0,0,0,0,0,0,0,0
"erupt",1,0,0,0,0,0,1,0
"eruption",1,0,0,1,0,0,1,0
"escalade",0,0,0,0,0,0,0,0
"escalate",1,0,0,0,0,0,0,0
"escalator",0,0,0,0,0,0,0,0
"escape",0,1,0,1,0,0,0,0
"escaped",0,0,0,1,0,0,0,0
"escarpment",0,0,0,0,0,0,0,0
"eschew",1,0,0,0,0,1,0,0
"escort",0,0,0,0,0,0,0,1
"esoteric",0,0,0,0,0,0,0,0
"especial",0,0,0,0,0,0,0,0
"espionage",0,0,0,0,0,0,0,0
"espouse",0,0,0,0,0,0,0,0
"esprit",0,0,0,0,0,0,0,0
"essay",0,0,0,0,0,0,0,0
"essayist",0,0,0,0,0,0,0,0
"essence",0,0,0,0,0,0,0,0
"essential",0,0,0,0,0,0,0,0
"essentially",0,0,0,0,0,0,0,0
"establish",0,0,0,0,0,0,0,1
"established",0,0,0,0,1,0,0,0
"establishment",0,0,0,0,0,0,0,0
"estate",0,0,0,0,0,0,0,0
"esteem",0,0,0,0,1,1,0,1
"esthetic",0,0,0,0,0,0,0,0
"estimate",0,0,0,0,0,0,0,0
"estimation",0,0,0,0,0,0,0,0
"estoppel",0,0,0,0,0,0,0,0
"estranged",0,0,0,0,0,0,0,0
"estrogen",0,0,0,0,0,0,0,0
"estuary",0,0,0,0,0,0,0,0
"etch",0,0,0,0,0,0,0,0
"etching",0,0,0,0,0,0,0,0
"eternal",0,0,0,0,0,0,0,0
"eternity",0,0,0,0,0,0,0,0
"ethanol",0,0,0,0,0,0,0,0
"ether",0,0,0,0,0,0,0,0
"ethereal",0,0,0,1,0,0,0,0
"ethical",0,0,0,0,0,0,0,0
"ethics",0,0,0,0,0,0,0,0
"ethnography",0,0,0,0,0,0,0,0
"etiology",0,0,0,0,0,0,0,0
"etiquette",0,0,0,0,0,0,0,0
"etymology",0,0,0,0,0,0,0,0
"euchre",0,0,0,0,0,0,0,0
"eugenics",0,0,0,0,0,0,0,0
"eulogy",0,0,0,0,0,0,0,0
"euphemism",0,0,0,0,0,0,0,0
"euthanasia",0,0,0,1,0,1,0,0
"evacuate",0,0,0,1,0,0,0,0
"evacuation",0,0,0,0,0,0,0,0
"evade",1,0,1,1,0,0,0,0
"evaluate",0,0,0,0,0,0,0,0
"evanescence",0,0,0,0,0,1,1,0
"evangelical",0,0,0,0,0,0,0,0
"evangelist",0,0,0,0,0,0,0,0
"evangelistic",0,0,0,0,0,0,0,0
"evaporation",0,0,0,0,0,0,0,0
"evasion",0,0,0,1,0,1,0,0
"eve",0,0,0,0,0,0,0,0
"evening",0,0,0,0,0,0,0,0
"event",0,0,0,0,0,0,0,0
"eventful",0,0,0,0,0,0,0,0
"eventual",0,1,0,0,0,0,0,0
"eventuality",0,1,0,1,0,0,0,0
"evergreen",0,0,0,0,1,0,0,1
"everlasting",0,0,0,0,0,0,0,0
"evermore",0,0,0,0,0,0,0,0
"everyday",0,0,0,0,0,0,0,0
"evict",0,0,0,0,0,1,0,0
"eviction",1,0,1,1,0,1,0,0
"evidence",0,0,0,0,0,0,0,0
"evident",0,0,0,0,0,0,0,1
"evil",1,0,1,1,0,1,0,0
"evoke",0,0,0,0,0,0,0,0
"evolution",0,0,0,0,0,0,0,0
"evolve",0,0,0,0,0,0,0,0
"ewe",0,0,0,0,0,0,0,0
"exacerbate",0,0,0,0,0,0,0,0
"exacerbation",1,0,0,1,0,0,0,0
"exacting",0,0,0,0,0,0,0,0
"exaggerate",1,0,0,0,0,0,0,0
"exaggerated",0,0,0,0,0,0,0,0
"exaggeration",0,0,0,0,0,0,0,0
"exalt",0,1,0,0,1,0,0,1
"exaltation",0,0,0,0,1,0,0,1
"exalted",0,0,0,0,1,0,0,1
"exam",0,0,0,0,0,0,0,0
"examination",0,0,0,1,0,0,1,0
"examine",0,0,0,0,0,0,0,0
"examiner",0,0,0,0,0,0,0,0
"exasperation",1,0,1,0,0,0,0,0
"excavate",0,0,0,0,0,0,0,0
"excavation",0,1,0,0,0,0,1,0
"excavator",0,0,0,0,0,0,0,0
"exceed",0,1,0,0,1,0,0,0
"exceeding",0,0,0,0,0,0,0,0
"excel",0,1,0,0,1,0,1,1
"excellence",0,0,1,0,1,0,0,1
"excellent",0,0,0,0,1,0,0,1
"excepting",0,0,0,0,0,0,0,0
"exception",0,0,0,0,0,0,0,0
"excerpt",0,0,0,0,0,0,0,0
"excess",0,0,0,0,0,0,0,0
"excessive",0,0,0,0,0,0,0,0
"excessively",0,0,0,0,0,0,0,0
"exchange",0,0,0,0,0,0,0,1
"excise",0,0,0,0,0,0,0,0
"excision",0,0,0,0,0,0,0,0
"excitability",0,0,0,0,0,0,0,0
"excitable",0,0,0,0,0,0,0,0
"excitation",1,1,0,1,1,0,1,0
"excite",1,1,0,1,1,0,1,0
"excited",0,1,0,0,1,0,1,1
"excitement",0,1,0,0,1,0,1,0
"exciting",0,1,0,0,1,0,1,0
"exclaim",0,0,0,0,0,0,1,0
"excluded",0,0,1,0,0,1,0,0
"excluding",0,0,0,0,0,1,0,0
"exclusion",0,0,1,1,0,1,0,0
"excrement",0,0,1,0,0,0,0,0
"excretion",0,0,1,0,0,0,0,0
"excruciating",0,0,0,1,0,0,0,0
"excursion",0,0,0,0,0,0,0,0
"excuse",0,0,0,0,0,0,0,0
"execute",0,0,0,0,0,0,0,0
"execution",1,0,0,1,0,1,0,1
"executioner",1,0,0,1,0,1,0,0
"executive",0,0,0,0,0,0,0,0
"executor",0,0,0,0,0,0,0,1
"exegesis",0,0,0,0,0,0,0,0
"exemplar",0,0,0,0,0,0,0,0
"exemplary",0,0,0,0,0,0,0,0
"exemplify",0,0,0,0,0,0,0,0
"exempt",0,0,0,0,0,0,0,0
"exemption",0,0,0,0,0,0,0,0
"exercise",0,0,0,0,0,0,0,0
"exert",0,0,0,0,0,0,0,0
"exertion",0,0,0,0,0,0,0,0
"exhale",0,0,0,0,0,0,0,0
"exhaust",0,0,0,0,0,0,0,0
"exhausted",0,0,0,0,0,1,0,0
"exhaustion",0,1,0,0,0,1,0,0
"exhaustive",0,0,0,0,0,0,0,1
"exhibit",0,0,0,0,0,0,0,0
"exhibition",0,0,0,0,0,0,0,0
"exhilaration",0,0,0,0,1,0,1,0
"exhort",0,0,0,0,0,0,0,0
"exhortation",0,0,0,0,0,0,0,0
"exigent",0,1,1,1,0,0,1,0
"exile",1,0,0,1,0,1,0,0
"exist",0,0,0,0,0,0,0,0
"existence",0,0,0,0,0,0,0,0
"existent",0,0,0,0,0,0,0,0
"existing",0,0,0,0,0,0,0,0
"exit",0,0,0,0,0,0,0,0
"exodus",0,0,0,0,0,0,0,0
"exorbitant",0,0,0,0,0,0,0,0
"exorcism",0,0,0,1,0,1,0,0
"exorcist",0,0,0,0,0,0,0,0
"exotic",0,0,0,0,0,0,0,0
"expand",0,0,0,0,0,0,0,0
"expanded",0,0,0,0,0,0,0,0
"expanse",0,0,0,0,0,0,0,0
"expansion",0,0,0,0,0,0,0,0
"expansive",0,0,0,0,0,0,0,0
"expatriate",0,0,0,0,0,0,0,0
"expect",0,1,0,0,0,0,1,1
"expectancy",0,1,0,0,0,0,0,0
"expectant",0,1,0,0,0,0,0,0
"expectation",0,1,0,0,0,0,0,0
"expected",0,1,0,0,0,0,0,0
"expecting",0,1,0,0,0,0,0,0
"expediency",0,0,0,0,0,0,0,0
"expedient",0,0,0,0,1,0,0,1
"expedite",0,0,0,0,0,0,0,0
"expedition",0,1,0,0,0,0,0,0
"expeditious",0,0,0,0,0,0,0,0
"expel",1,0,1,1,0,1,0,0
"expenditure",0,0,0,0,0,0,0,0
"expense",0,0,0,0,0,0,0,0
"expenses",0,0,0,0,0,0,0,0
"expensive",0,0,0,0,0,0,0,0
"experience",0,0,0,0,0,0,0,0
"experienced",0,0,0,0,0,0,0,1
"experiences",0,0,0,0,0,0,0,0
"experiment",0,1,0,0,0,0,1,0
"experimental",0,0,0,0,0,0,0,0
"experimenter",0,0,0,0,0,0,0,0
"expert",0,0,0,0,0,0,0,1
"expertise",0,0,0,0,0,0,0,1
"expiration",0,0,0,0,0,0,0,0
"expire",0,0,0,0,0,1,0,0
"expired",0,0,0,0,0,0,0,0
"expiry",0,0,0,0,0,0,0,0
"explain",0,0,0,0,0,0,0,1
"explanation",0,0,0,0,0,0,0,0
"explanatory",0,0,0,0,0,0,0,0
"expletive",1,0,0,0,0,0,0,0
"explication",0,0,0,0,0,0,0,0
"explode",1,0,0,1,0,1,1,0
"exploit",0,0,0,0,0,0,0,0
"explore",0,1,0,0,0,0,0,0
"explorer",0,0,0,0,0,0,0,0
"explosion",0,0,0,1,0,0,1,0
"explosive",1,1,0,1,0,0,1,0
"exponent",0,0,0,0,0,0,0,0
"exponential",0,0,0,0,0,0,0,0
"export",0,0,0,0,0,0,0,0
"exportation",0,0,0,0,0,0,0,0
"expose",0,1,0,1,0,0,0,0
"exposed",0,0,0,0,0,0,0,0
"exposition",0,0,0,0,0,0,0,0
"expository",0,0,0,0,0,0,0,0
"exposure",0,0,0,0,0,0,0,0
"expound",0,0,0,0,0,0,0,0
"express",0,0,0,0,0,0,0,0
"expression",0,0,0,0,0,0,0,0
"expressive",0,0,0,0,0,0,0,0
"expropriation",0,0,0,0,0,0,0,0
